DateAdded,QtrYrcompleted,Company,Suffix,Name,AcceptedFIGI,HasSOR2599,HasaDedicatedFeed,HasanOpenFIGI.comaccount,Contact Source,Address,City,State,Postal Code,Country,Region,ClientType,Division,Role,Phone #,Cell Phone #,E-mail address(es) - in order,UsingFIGI,Bloomberg Rep(s),BloombergProduct,Notes,Access 1,Access 2,Access 3,UsageofData,UseCase1,UseCase23,Competitive ID,PR Effort
7/29/2016,Q3 2016,Company 4311,not available,Name 4310,Accepted,34569847,No,No Info Available,No Source,Address 4311,--,--,12345,--,Western Europe,--,--,not available,7701234567,4041234567,esa.junttila@op.fi,Yes,First Last ,Data License Per-Security,"Head of IPV Valuation Control. 17/08/16: met with Esa and others in Helsinki. They definitely face a challenge in mapping instruments. They already use FIGI in SimCorp. They would like to use in more applications, for example, internally built prediction/analytics models but for that they would need validity periods of FIGIs (date created, date made inactive), and also ideally mapped to validity periods for ISINs (for quantitative strategy it is important to know how ISIN evolved over time). That is the reason why other IDs are still being used - they have a code history. They also use Calypso for custodian functionality for IRS, FX, gas derivatives. Overall the IRS is the biggest book in the bank. Other applications used: Orc for equities, Albasec for back office, Dimension for asset management. The regulations applicable to the bank: Basel, MiFID II, solvency II.",--,--,--,--,--,--,--,--
7/29/2016,Q3 2016,Company 4312,Mr.,Name 4311,Accepted,34569847,No,No Info Available,No Source,Address 4312,--,--,12345,--,Western Europe,--,--,not available,7701234567,4041234567,juha.a.asikainen@op.fi,Yes,First Last ,Data License Per-Security,"17/08/16: met with Esa and others in Helsinki. They definitely face a challenge in mapping instruments. They already use FIGI in SimCorp. They would like to use in more applications, for example, internally built prediction/analytics models but for that they would need validity periods of FIGIs (date created, date made inactive), and also ideally mapped to validity periods for ISINs (for quantitative strategy it is important to know how ISIN evolved over time). That is the reason why other IDs are still being used - they have a code history. They also use Calypso for custodian functionality for IRS, FX, gas derivatives. Overall the IRS is the biggest book in the bank. Other applications used: Orc for equities, Albasec for back office, Dimension for asset management. The regulations applicable to the bank: Basel, MiFID II, solvency II.",--,--,--,--,--,--,--,--
7/29/2016,Q3 2016,Company 4313,Mr.,Name 4312,Accepted,34569847,No,No Info Available,No Source,Address 4313,--,--,12345,--,Western Europe,--,--,Technology,7701234567,4041234567,juha.vuorio@op.fi,Yes,First Last ,Data License Per-Security,"17/08/16: met with Esa and others in Helsinki. They definitely face a challenge in mapping instruments. They already use FIGI in SimCorp. They would like to use in more applications, for example, internally built prediction/analytics models but for that they would need validity periods of FIGIs (date created, date made inactive), and also ideally mapped to validity periods for ISINs (for quantitative strategy it is important to know how ISIN evolved over time). That is the reason why other IDs are still being used - they have a code history. They also use Calypso for custodian functionality for IRS, FX, gas derivatives. Overall the IRS is the biggest book in the bank. Other applications used: Orc for equities, Albasec for back office, Dimension for asset management. The regulations applicable to the bank: Basel, MiFID II, solvency II.",--,--,--,--,--,--,--,--
7/29/2016,Q3 2016,Company 4314,not available,Name 4313,Accepted,34569847,No,API Key Only,No Source,Address 4314,Helsinki,--,12345,Finland,Western Europe,--,--,not available,7701234567,4041234567,olli-pekka.isola@op.fi,Yes,First Last ,Data License Per-Security,"17/08/16: met with Esa and others in Helsinki. They definitely face a challenge in mapping instruments. They already use FIGI in SimCorp. They would like to use in more applications, for example, internally built prediction/analytics models but for that they would need validity periods of FIGIs (date created, date made inactive), and also ideally mapped to validity periods for ISINs (for quantitative strategy it is important to know how ISIN evolved over time). That is the reason why other IDs are still being used - they have a code history. They also use Calypso for custodian functionality for IRS, FX, gas derivatives. Overall the IRS is the biggest book in the bank. Other applications used: Orc for equities, Albasec for back office, Dimension for asset management. The regulations applicable to the bank: Basel, MiFID II, solvency II.",--,--,--,--,--,--,--,--
7/29/2016,Not Completed,Company 4315,Not Available,Name 4314,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4315,Dublin,--,12345,Ireland,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
7/29/2016,Not Completed,Company 4316,Not Available,Name 4315,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4316,Chatuchak,Bangkok,12345,Thailand,Asia Pacific,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
7/29/2016,Q3 2016,Company 4317,not available,Name 4316,Accepted,34569847,No,No Info Available,No Source,Address 4317,Helsinki,--,12345,Finland,Western Europe,--,--,Executive Officer - Chief Operating Officer,7701234567,4041234567,--,Yes,First Last ,Data License Per-Security,no current notes,--,--,--,--,--,--,--,--
7/29/2016,Not Completed,Company 4318,Not Available,Name 4317,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4318,Nantes,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
7/29/2016,Not Completed,Company 4319,Not Available,Name 4318,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4319,New York,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/1/2016,Not Completed,Company 4320,Not Available,Name 4319,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4320,Ebene,--,12345,Mauritius,Western Europe,--,--,not available,7701234567,4041234567,d_CRMFunds@oppenheim.lu,--,--,--,Financial Industry - Assistant Vice President,--,--,--,--,--,--,--,--
8/1/2016,Not Completed,Company 4321,Not Available,Name 4320,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4321,Dubai,Dubai,12345,United Arab Emirates (UAE),Middle East & Africa,--,--,not available,7701234567,4041234567,akumari@tftpartners.com,--,--,--,Investing - Director,--,--,--,--,--,--,--,--
8/1/2016,Not Completed,Company 4322,Not Available,Name 4321,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4322,Frankfurt am Main,Hessen,12345,Germany,Western Europe,--,--,not available,7701234567,4041234567,ali.behnaz@unsw.edu.au,--,--,--,Financial Services - Researcher,--,--,--,--,--,--,--,--
8/1/2016,Q3 2016,Company 4323,Mr.,Name 4322,No Info Available,34569847,No,No Info Available,No Source,Address 4323,DUBLIN,--,12345,Ireland,Western Europe,--,--,not available,7701234567,4041234567,--,--,Charlie Kelly,--,no current notes,--,--,--,--,--,--,--,--
8/1/2016,Q3 2016,Company 4324,not available,Name 4323,No Info Available,34569847,No,No Info Available,No Source,Address 4324,STOCKHOLM,--,12345,Germany,Western Europe,--,--,not available,7701234567,4041234567,--,--,Leslie Knope,--,no current notes,--,--,--,--,--,--,--,--
8/1/2016,Not Completed,Company 4325,Not Available,Name 4324,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4325,Paris,-Select-,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/1/2016,Not Completed,Company 4326,Not Available,Name 4325,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4326,,LJUBLJANA,12345,Slovenia,Eastern Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/1/2016,Not Completed,Company 4327,Not Available,Name 4326,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4327,Chicago,IL,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/1/2016,Not Completed,Company 4328,Not Available,Name 4327,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4328,PARIS,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/1/2016,Not Completed,Company 4329,Not Available,Name 4328,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4329,paris,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,nhudson@tradeinformatics.com,--,--,--,FINANCIAL - MANAGING DIRECTOR,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4330,Not Available,Name 4329,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4330,Heerlen,Limburg,12345,Netherlands,Western Europe,--,--,not available,7701234567,4041234567,haloka.adam@otpalap.hu,--,--,--,Fund management - Institutional Sales Manager,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4331,Not Available,Name 4330,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4331,Aglantzia,Nicosia,12345,Cyprus,Western Europe,--,--,not available,7701234567,4041234567,kwhisnan@circulati.com,--,--,--,GENERAL - SOFTWARE DEVELOPER,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4332,Not Available,Name 4331,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4332,Vaduz,--,12345,Liechtenstein,Western Europe,--,--,not available,7701234567,4041234567,atissa.rahmani@Pimco.com,--,--,--,Investment Management - Specialist,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4333,Not Available,Name 4332,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4333,Luxembourg,--,12345,Luxembourg,Western Europe,--,--,not available,7701234567,4041234567,ally.ndamira@sgggroup.com,--,--,--,Alternative investment funds - Junior fund accountant,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4334,Not Available,Name 4333,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4334,Edinburgh,Midlothian,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,rafal.szczepanski@skarbiec.com.pl,--,--,--,Funds - Manager,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4335,Not Available,Name 4334,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4335,Toronto,On,12345,Canada,North America,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4336,Not Available,Name 4335,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4336,George Town,--,12345,Cayman Islands,Latin America & Caribbean,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4337,Not Available,Name 4336,No Info Available,34569847,No,Fixed Income,OpenFIGI.com,Address 4337,Jersey City,NJ,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4338,Not Available,Name 4337,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4338,Kuala Lumpur,Wp Kuala Lumpur,12345,Malaysia,Asia Pacific,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4339,Not Available,Name 4338,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4339,Sliema,--,12345,Malta,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/2/2016,Q3 2016,Company 4340,Mr.,Name 4339,No Info Available,34569847,No,No Info Available,No Source,Address 4340,--,--,12345,--,not available,--,--,Desk Head,7701234567,4041234567,thomas.hagedorn.gesso@seb.dk,Yes,First Last ,Data License Per-Security,11 Aug 2016: He is middle office manager. Deals with swaps (use UTI for reporting) and they use internal IDs for Solvency II reporting. Overall interested but no go now. Keep informed.,--,--,--,--,--,--,,
8/2/2016,Q3 2016,Company 4341,Mr.,Name 4340,Accepted,34569847,No,No Info Available,No Source,Address 4341,--,--,12345,--,not available,--,--,not available,7701234567,4041234567,martin.astrup.sondergaard@seb.dk,Yes,First Last ,Terminal client,10/08/16: met with Willliam Cooper. William is the chief risk officer. He wanted to learn more about FIGI as he didn't have much background knowledge. One of the issues he mentioned was more demand for prices and the existing gap in identifier coverage make it difficult to aggregate price data. Illiquid issues (lack of pricing information) increase capital requirements of banks and tend to make those issues more illiquid. They are also exploring Blockchain (part of the R3 consortium) but this is a long way away. ,--,--,--,--,--,--,--,--
8/2/2016,Q3 2016,Company 4342,Mr.,Name 4341,Accepted,34569847,No,No Info Available,No Source,Address 4342,--,--,12345,--,not available,--,--,not available,7701234567,4041234567,william.cooper@seb.dk,Yes,First Last ,Terminal client,10/08/16: met with Willliam Cooper. William is the chief risk officer. He wanted to learn more about FIGI as he didn't have much background knowledge. One of the issues he mentioned was more demand for prices and the existing gap in identifier coverage make it difficult to aggregate price data. Illiquid issues (lack of pricing information) increase capital requirements of banks and tend to make those issues more illiquid. They are also exploring Blockchain (part of the R3 consortium) but this is a long way away. ,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4343,Not Available,Name 4342,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4343,Paris,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4344,Not Available,Name 4343,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4344,Taguig,Outside US,12345,Philippines,Asia Pacific,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4345,Not Available,Name 4344,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4345,Paris,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/2/2016,Not Completed,Company 4346,Not Available,Name 4345,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4346,Hesperange,--,12345,Luxembourg,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4347,Not Available,Name 4346,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4347,Utrecht,--,12345,Netherlands,Western Europe,--,--,not available,7701234567,4041234567,maxime.marie-ext@natixis.com,--,--,--,Investment Banking - Internship IT/Equity Collateral Management,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4348,Not Available,Name 4347,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4348,MADRID,--,12345,Spain,Western Europe,--,--,not available,7701234567,4041234567,konstantinovski@pzena.com,--,--,--,Finance - Sr Applications Developer,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4349,Not Available,Name 4348,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4349,Hong Kong,--,12345,Hong Kong,Asia Pacific,--,--,not available,7701234567,4041234567,jordan.hu@riskval.com,--,--,--,financial service - CEO,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4350,Not Available,Name 4349,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4350,Dublin,--,12345,Ireland,Western Europe,--,--,not available,7701234567,4041234567,MOHINI@SILVERDALEGROUP.COM,--,--,--,Fund Manager - Investor Relations,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4351,Not Available,Name 4350,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4351,Minneapolis,MN,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,Chr.Kirk-Thomsen@Sydinvest.dk,--,--,--,Mutual fund - Middle Office Analyst,--,--,--,--,--,--,--,--
8/3/2016,Q3 2016,Company 4352,Mr.,Name 4351,No Info Available,34569847,No,No Info Available,No Source,Address 4352,MELBOURNE,--,12345,Australia,Asia Pacific,--,--,not available,7701234567,4041234567,--,--,Clark Kent,--,no current notes,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4353,Not Available,Name 4352,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4353,Geneva,Geneva,12345,Switzerland,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4354,Not Available,Name 4353,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4354,Kuala Lumpur,Selangor,12345,Malaysia,Asia Pacific,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4355,Not Available,Name 4354,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4355,Sliema,Sliema,12345,Malta,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4356,Not Available,Name 4355,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4356,Limerick,Munster,12345,Ireland,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4357,Not Available,Name 4356,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4357,New York,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4358,Not Available,Name 4357,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4358,Jakarta,Jawa Barat,12345,Indonesia,Asia Pacific,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4359,Not Available,Name 4358,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4359,PARIS,Ile de France,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4360,Not Available,Name 4359,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4360,The Woodlands,TX,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/3/2016,Not Completed,Company 4361,Not Available,Name 4360,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4361,Hong Kong,--,12345,Hong Kong,Asia Pacific,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/4/2016, ,Company 4362,not available,Name 4361,No Info Available,34569847,No,No Info Available,not available,Address 4362,--,--,12345,--,Western Europe,3rd Party/Vendor,--,not available,7701234567,4041234567,"tue@aktiefokus.dk, ",--,First Last ,--,--,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4363,Not Available,Name 4362,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4363,toronto,On,12345,Canada,North America,--,--,not available,7701234567,4041234567,simo@dudgeon.fi,--,--,--,retail - developer,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4364,Not Available,Name 4363,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4364,London,London,12345,United Kingdom (UK),Western Europe,--,--,not available,7701234567,4041234567,pvanhengel@ofiglobal.com,--,--,--,Finance - IT Manager,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4365,Not Available,Name 4364,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4365,Dublin,--,12345,Ireland,Western Europe,--,--,not available,7701234567,4041234567,jpachansky@ruffer.co.uk,--,--,--,Finance - Software Developer,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4366,Not Available,Name 4365,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4366,Amsterdam,N-Holland,12345,Netherlands,Western Europe,--,--,not available,7701234567,4041234567,c.oliveira@claudiusltd.com,--,--,--,Finance - Director,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4367,Not Available,Name 4366,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4367,Buenos Aires,--,12345,Argentina,Latin America & Caribbean,--,--,not available,7701234567,4041234567,guruappa.padasali@visiblealpha.com,--,--,--,Software Solutions - Product Manager,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4368,Not Available,Name 4367,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4368,kosice,--,12345,Slovakia,Eastern Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4369,Not Available,Name 4368,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4369,Stuttgart,--,12345,Germany,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4370,Not Available,Name 4369,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4370,Hong Kong,--,12345,Hong Kong,Asia Pacific,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4371,Not Available,Name 4370,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4371,Sliema,--,12345,Malta,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4372,Not Available,Name 4371,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4372,WARSZAWA,MOKOTOW,12345,Poland,Eastern Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/4/2016,Q3 2016,Company 4373,Mr.,Name 4372,Accepted,34569847,No,No Info Available,No Source,Address 4373,ARLINGTON,VA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,--,Yes,Russell Westbrook,Data License Back-Office,no current notes,--,--,--,--,--,--,--,--
8/4/2016,Q3 2016,Company 4374,Mr.,Name 4373,No Info Available,34569847,No,API Key Only,No Source,Address 4374,ARLINGTON,VA,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,"sandscapscopenfgi@streetconnect.com, jlewis@streetconnect.com",--,Tom Brady,--,no current notes,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4375,Not Available,Name 4374,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4375,Paris,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4376,Not Available,Name 4375,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4376,Paris,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4377,Not Available,Name 4376,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4377,Bertrange,--,12345,Luxembourg,Western Europe,--,--,not available,7701234567,4041234567,hariharan@slicebread.co,--,--,--,IT - Software Eng,--,--,--,--,--,--,--,--
8/4/2016,Not Completed,Company 4378,Not Available,Name 4377,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4378,bnei brak,--,12345,Israel,Middle East & Africa,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/5/2016,Not Completed,Company 4379,Not Available,Name 4378,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4379,Sathorn,Bangkok,12345,Thailand,Asia Pacific,--,--,not available,7701234567,4041234567,"NLAING@PHARO.COM, sbeer@pharo.com",--,--,--,Hedge Fund - Exec Assistant,--,--,--,--,--,--,--,--
8/5/2016,Not Completed,Company 4380,Not Available,Name 4379,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4380,Warszawa,--,12345,Poland,Eastern Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/5/2016,Not Completed,Company 4381,Not Available,Name 4380,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4381,Austin,TX,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/5/2016,Not Completed,Company 4382,Not Available,Name 4381,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4382,Frankfurt a/Main,Hessen,12345,Germany,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/5/2016,Not Completed,Company 4383,Not Available,Name 4382,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4383,Paris,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/5/2016,Not Completed,Company 4384,Not Available,Name 4383,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4384,Charlotte,NC,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/8/2016,Not Completed,Company 4385,Not Available,Name 4384,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4385,Hong Kong,--,12345,Hong Kong,Asia Pacific,--,--,not available,7701234567,4041234567,rongnghintuoi1104@icloud.com,--,--,--,tai chinh - tu do,--,--,--,--,--,--,--,--
8/8/2016,Not Completed,Company 4386,Not Available,Name 4385,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4386,bnei brak,--,12345,Israel,Middle East & Africa,--,--,not available,7701234567,4041234567,franky.kumendong@sequisam.co.id,--,--,--,Investment Management - Investment and Research,--,--,--,--,--,--,--,--
8/8/2016,Q3 2016,Company 4387,Mr.,Name 4386,Accepted,34569847,No,No Info Available,No Source,Address 4387,--,--,12345,--,not available,--,--,not available,7701234567,4041234567,--,Yes,First Last ,Other,08/08/16: signed up for Funds submission (OpenFIGI),--,--,--,--,--,--,--,--
8/8/2016,Not Completed,Company 4388,Not Available,Name 4387,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4388,Central,--,12345,Hong Kong,Asia Pacific,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/8/2016,Not Completed,Company 4389,Not Available,Name 4388,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4389,Paris,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/8/2016,Not Completed,Company 4390,Not Available,Name 4389,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4390,Glen Rock,NJ,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/8/2016,Q3 2016,Company 4391,not available,Name 4390,Accepted,34569847,No,API Key Only,No Source,Address 4391,luxembourg,--,12345,Luxembourg,Western Europe,--,--,not available,7701234567,4041234567,--,Yes,First Last ,Data License Per-Security,8 Aug 2016: signed up for the API key. Asked to activate the account (it's active). ,--,--,--,--,--,--,--,--
8/8/2016,Not Completed,Company 4392,Not Available,Name 4391,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4392,luxembourg,--,12345,Luxembourg,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/9/2016,Not Completed,Company 4393,Not Available,Name 4392,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4393,Delta,British Columbia,12345,Canada,North America,--,--,not available,7701234567,4041234567,joseph.wlos@morningstar.com,--,--,--,Financial Services - Data Analyst,--,--,--,--,--,--,--,--
8/9/2016,Not Completed,Company 4394,Not Available,Name 4393,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4394,Luxembourg,--,12345,Luxembourg,Western Europe,--,--,not available,7701234567,4041234567,sg@norseforvaltning.no,--,--,--,Mutual fund - CEO,--,--,--,--,--,--,--,--
8/9/2016,Not Completed,Company 4395,Not Available,Name 4394,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4395,Mumbai,Maharastra,12345,India,Asia Pacific,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/9/2016,Not Completed,Company 4396,Not Available,Name 4395,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4396,Paris,--,12345,France,Western Europe,--,--,not available,7701234567,4041234567,,--,--,--,,--,--,--,--,--,--,--,--
8/10/2016,Not Completed,Company 4397,not available,Name 4396,No Info Available,34569847,No,API Key Only,OpenFIGI.com,Address 4397,New York,NY,12345,United States of America (USA),North America,--,--,not available,7701234567,4041234567,"nazariy.kurdoba@morningstar.com, kelly.flowers@morningstar.com, matthew.maenke@morningstar.com, andrew.anderson@morningstar.com, patrick.mohan@morningstar.com, zhiyi.lin@morningstar.com, neil.qin@morningstar.com",--,--,--,Financial Services - Data Analyst,--,--,--,--,--,--,--,--
8/10/2016,Not Completed,Company 4398,Not Available,Name 4397,No Info Available,34569847,No,Funds,OpenFIGI.com,Address 4398,Singapore,Singapore,12345,Singapore,Asia Pacific,--,--,not available,7701234567,4041234567,irakli.machabeli@ozcap.com,--,--,--,Finance - Programmer,--,--,--,--,--,--,--,--
